"id","title","years","duration","rating","people_rating","critic_rating","votes"
14144,"Make Way for Tomorrow","1937","91","U","8.2",NULL,"9,287"
14145,"The Night They Raided Minsky's","1968","99","A","6.0","67","1,762"
14146,"Hornsleth: Deep Storage Project","2014","75",NULL,"6.6",NULL,"9"
14147,"Silver Dollar Road","2023","100","PG","6.4","77","315"
14148,"Dirty O'Neil","1974","89","X","5.1",NULL,"420"
14149,"Burying the Ex","2014","89","15","5.4","37","11,366"
14150,"Kingdom of the Spiders","1977","97","AA","5.7",NULL,"6,022"
14151,"Smokey and the Bandit Part 3","1983","85","15","3.5","4","9,420"
14152,"Deseo","2013","97",NULL,"4.6",NULL,"573"
14153,"Gator","1976","115","AA","5.8","41","4,799"
14154,"Non-Fiction","2018","108","15","6.4","78","5,675"
14155,"The Hourglass Sanatorium","1973","124","15","7.5",NULL,"4,812"
14156,"Black Robe","1991","101","15","7.1",NULL,"7,568"
14157,"What Other Couples Do","2013","87","15","5.5",NULL,"449"
14158,"Jersey","2022","170","PG","7.3",NULL,"14,117"
14159,"Falcon Rising","2014","103","15","5.7","49","9,186"
14160,"Educating Rita","1983","110","15","7.2","54","14,728"
14161,"Wonder Park","2019","85","PG","5.8","45","12,553"
14162,"White Hunter Black Heart","1990","112","PG","6.5","66","13,039"
14163,"Kim Ji-young: Born 1982","2019","118",NULL,"7.3",NULL,"4,129"
14164,"North to Alaska","1960","122","U","6.9",NULL,"8,364"
14165,"Chained Heat","1983","95","R","5.0","30","2,581"
14166,"Miss Shetty Mr Polishetty","2023","149","12A","7.0",NULL,"3,440"
14167,"Silver River","1948","110","U","6.5",NULL,"1,474"
14168,"I Wanna Hold Your Hand","1978","104","A","6.8","64","5,501"
14169,"The King of Algiers","2023","92",NULL,"6.0",NULL,"448"
14170,"Yes, Madam!","1985","93","18","6.7",NULL,"2,743"
14171,"Tracers","2015","94","12","5.6","45","19,960"
14172,"The Song of Bernadette","1943","156","U","7.6",NULL,"7,499"
14173,"Bullet Proof","2022","96","15","4.2",NULL,"1,565"
14174,"World War III","2022","117",NULL,"7.1",NULL,"2,856"
14175,"Extinction","2015","112","15","5.8","46","17,680"
14176,"The Servant","2010","124","Not Rated","6.4",NULL,"1,173"
14177,"The Lady Eve","1941","94","U","7.7","96","22,997"
14178,"The Uninvited","1944","99","PG","7.2",NULL,"12,265"
14179,"The Little Foxes","1941","116","A","7.9",NULL,"12,817"
14180,"The Weight of Water","2000","114","15","5.8","45","9,955"
14181,"Caged Heat","1974","80","X","5.3","67","2,922"
14182,"Breaking Surface","2020","82","12","6.2",NULL,"5,551"
14183,"An Autumn Afternoon","1962","113","A","8.0","91","10,243"
14184,"Miss Stevens","2016","86","Not Rated","6.6","65","7,706"
14185,"Down a Dark Hall","2018","96","18","5.0","56","14,771"
14186,"The Chain",NULL,"N/A",NULL,NULL,NULL,"N/A"
14187,"The Pirates of Penzance","1983","112","U","7.1","66","3,813"
14188,"The Legend of Hei","2019","101",NULL,"7.3",NULL,"2,164"
14189,"Hancock 2",NULL,"N/A",NULL,NULL,NULL,"N/A"
14190,"One Stupid Thing",NULL,"N/A",NULL,NULL,NULL,"N/A"
14191,"Easter Sunday","2022","96","PG-13","5.3","41","2,538"
14192,"Shuttle","2008","107","18","5.6",NULL,"6,016"
14193,"Once Upon a Time at Christmas","2017","97","15","3.5",NULL,"652"
14194,"Your Vice Is a Locked Room and Only I Have the Key","1972","97","18","6.7",NULL,"4,560"
14195,"Vampyr","1932","75","PG","7.4",NULL,"20,155"
14196,"The Lolly-Madonna War","1973","103","X","6.4",NULL,"824"
14197,"The 2nd","2020","93","15","3.8",NULL,"9,189"
14198,"Call Me Chihiro","2023","131","12","6.9",NULL,"2,945"
14199,"Day of the Dead: Bloodline","2017","90","18","3.4",NULL,"12,187"
14200,"I Hope They Serve Beer in Hell","2009","105","18","5.2","26","8,658"
14201,"The Story of Adele H","1975","96","A","7.2",NULL,"8,793"
14202,"King of the Gypsies","1978","112","R","6.2","38","1,351"
14203,"Missing: The Lucie Blackman Case","2023","83","15","6.4",NULL,"2,757"
14204,"Nobody Leaves","2018","82","15","5.3","60","3,894"
14205,"Flash Gordon","1936","245","U","7.0",NULL,"2,597"
14206,"A Wonderful Time of the Year","2022","89",NULL,"4.7",NULL,"144"
14207,"Perdona si te llamo amor","2014","120","Not Rated","6.4",NULL,"3,582"
14208,"You, Me and Him","2017","98","15","5.9",NULL,"1,977"
14209,"The Gallows","2015","81","15","4.2","30","21,378"
14210,"Sniper: Special Ops","2016","86","15","3.0",NULL,"3,452"
14211,"Terror Firmer","1999","124","18","6.1","24","5,611"
14212,"Biker Mice from Mars",NULL,"N/A",NULL,NULL,NULL,"N/A"
14213,"The Last Mimzy","2007","90","U","6.2","59","22,075"
14214,"Raksha Bandhan","2022","108","12A","5.3",NULL,"26,384"
14215,"Only You","2023","92",NULL,"7.1",NULL,"98"
14216,"Hot Bot","2016","86","15","3.3",NULL,"3,760"
14217,"Adventures of a Taxi Driver","1976","89","X","4.3",NULL,"837"
14218,"Goodbye, Mr. Chips","1939","114","U","7.9",NULL,"11,369"
14219,"Desert Warrior",NULL,"N/A",NULL,NULL,NULL,"N/A"
14220,"Lemon Popsicle","1978","95","X","6.4",NULL,"3,591"
14221,"The Curse of Frankenstein","1957","82","12","7.0","59","12,430"
14222,"The Leisure Seeker","2017","112","15","6.7","45","9,491"
14223,"Sophie Scholl: The Final Days","2005","120","PG","7.6","76","28,418"
14224,"Ozi: Voice of the Forest","2023","N/A",NULL,"7.0",NULL,"29"
14225,"The Mark of Zorro","1940","94","Approved","7.5",NULL,"10,785"
14226,"He Who Findeth",NULL,"N/A",NULL,NULL,NULL,"N/A"
14227,"Sun and Concrete","2023","119",NULL,"7.5",NULL,"3,266"
14228,"Sex Is Zero","2002","96",NULL,"6.5",NULL,"6,471"
14229,"Love Lesson","2013","80","Not Rated","5.2",NULL,"843"
14230,"Teenagers","2011","165",NULL,"6.2",NULL,"96"
14231,"Bloody Birthday","1981","85","X","5.7","49","5,515"
14232,"Stardust Memories","1980","89","AA","7.2",NULL,"23,705"
14233,"Moulin Rouge","1952","119","A","7.0",NULL,"6,310"
14234,"After Blue","2021","129","18","5.5","56","906"
14235,"Swearnet","2014","112","Rejected","6.0","18","3,042"
14236,"Behind Convent Walls","1978","95","X","4.9",NULL,"1,306"
14237,"Dune Drifter","2020","98","15","3.5",NULL,"1,497"
14238,"Marmalade","2024","99","15",NULL,NULL,"N/A"
14239,"Flesh","1968","89","X","5.7",NULL,"2,563"
14240,"Samsara","2023","113","U","7.2",NULL,"209"
14241,"The Gates","2023","111","15","4.7",NULL,"423"
14242,"Hansel & Gretel","2002","89","PG","4.4",NULL,"1,513"
14243,"Night of the Big Heat","1967","94","X","5.6",NULL,"2,264"
14244,"Compulsion","2016","84","18","3.8",NULL,"1,752"
14245,"Adopt a Highway","2019","81","15","6.3","53","4,560"
14246,"The Hatchet Wielding Hitchhiker","2023","85","15","6.2",NULL,"11,829"
14247,"iBoy","2017","90","15","5.9","50","24,091"
14248,"Descent","2007","104","NC-17","4.7","45","3,238"
14249,"In Your Eyes","2014","106","Not Rated","6.9",NULL,"31,914"
14250,"The Last Stop in Yuma County","2023","N/A",NULL,"8.2",NULL,"66"
14251,"Education Anglaise","1983","90","18","4.6",NULL,"216"
14252,"The Devil's Rain","1975","86","X","5.1","28","4,976"
14253,"Fatima","2020","113","12","6.6","50","3,979"
14254,"Witching and Bitching","2013","112","Not Rated","6.4","73","15,299"
14255,"Manta, Manta - Zwoter Teil","2023","127",NULL,"3.3",NULL,"1,613"
14256,"The Mouse That Roared","1959","83","U","6.9",NULL,"9,327"
14257,"The Last Station","2009","112","15","6.9","76","19,026"
14258,"Viridiana","1961","91","X","8.1",NULL,"25,778"
14259,"Gunday","2014","152","12A","2.7",NULL,"60,029"
14260,"Moving In","1984","103","15","6.2","56","2,651"
14261,"Je Tu Il Elle","1974","86",NULL,"6.7",NULL,"2,800"
14262,"Sundown: The Vampire in Retreat","1989","104","15","6.1",NULL,"3,393"
14263,"Pamfir","2022","107","15","7.5","82","2,835"
14264,"Fireheart","2022","92","U","6.2",NULL,"3,060"
14265,"Death Ship","1980","91","X","4.8","10","5,532"
14266,"Mr. Blandings Builds His Dream House","1948","94","A","7.2",NULL,"12,517"
14267,"V/H/S Viral","2014","81","15","4.2","38","18,806"
14268,"Moscow on the Hudson","1984","115","15","6.5","67","12,847"
14269,"Staten Island Summer","2015","108","15","5.6","41","7,262"
14270,"Supercross","2005","80","12","4.3","26","4,827"
14271,"Surf Nazis Must Die","1987","83","18","3.7","28","6,007"
14272,"Sobibor","2018","118","15","6.4",NULL,"5,632"
14273,"Strangeland","1998","85","18","5.0",NULL,"7,593"
14274,"The Christmas Switch","2014","97",NULL,"5.4",NULL,"419"
14275,"The Abduction of Jennifer Grayson","2017","99",NULL,"3.8",NULL,"1,350"
14276,"The Pride of the Yankees","1942","128","U","7.6",NULL,"11,729"
14277,"Hooper","1978","99","PG","6.4","70","7,672"
14278,"Pauline at the Beach","1983","95","15","7.3",NULL,"10,308"
14279,"Mother and Child","2009","125","15","7.2","64","12,666"
14280,"National Velvet","1944","123","U","7.3","83","7,863"
14281,"The Stoning of Soraya M.","2008","116","18","7.9","50","21,520"
14282,"Christmas with Felicity","2021","86",NULL,"5.0",NULL,"248"
14283,"A Cuban Girl's Guide to Tea and Tomorrow",NULL,"N/A",NULL,NULL,NULL,"N/A"
14284,"Mumford","1999","112","15","6.8","62","9,455"
14285,"Backtrace","2018","92","15","3.8","34","5,234"
14286,"Renegade","2004","124","15","5.2",NULL,"12,205"
14287,"Saint Laurent","2014","150","R","6.1","52","6,382"
14288,"Gore",NULL,"N/A",NULL,NULL,NULL,"N/A"
14289,"Allure","2017","105","18","5.1","54","2,107"
14290,"Ultramarines: A Warhammer 40,000 Movie","2010","70","15","5.5",NULL,"6,195"
14291,"So Young, So Lovely, So Vicious...","1975","90",NULL,"4.9",NULL,"441"
14292,"The 300 Spartans","1962","114","PG","6.5",NULL,"7,564"
14293,"Red Dot","2021","86","15","5.5",NULL,"14,457"
14294,"Johnny Handsome","1989","94","15","6.1","60","10,800"
14295,"Neo Tokyo","1987","N/A",NULL,"7.0",NULL,"4,133"
14296,"Passionate Revenge","1996","83","18","4.4",NULL,"426"
14297,"May-December-January","2022","95",NULL,"6.2",NULL,"477"
14298,"Hello, Love, Goodbye","2019","118","12A","7.3",NULL,"1,267"
14299,"Something Like an Autobiography","2023","82",NULL,"6.9",NULL,"160"
14300,"Not Fade Away","2012","117","R","6.0","65","4,921"
14301,"Us and Them","2018","120","18","7.4",NULL,"4,998"
14302,"Twelfth Night or What You Will","1996","134","U","7.1",NULL,"6,311"
14303,"The Black Kaiser",NULL,"N/A",NULL,NULL,NULL,"N/A"
14304,"The Thinning: New World Order","2018","89",NULL,"4.1",NULL,"2,545"
14305,"The Secret of the Orchard","2021","N/A",NULL,"8.5",NULL,"9"
14306,"The Last King","2016","99","15","6.1",NULL,"7,635"
14307,"Cobb","1994","128","18","6.4","66","8,034"
14308,"The Gingerbread Man","1998","114","15","5.7","65","11,552"
14309,"The Celluloid Closet","1995","102","15","7.8",NULL,"7,406"
14310,"Cuban Fury","2014","98","15","6.2","52","19,809"
14311,"Walk on the Wild Side","1962","114","15","6.7",NULL,"2,802"
14312,"Shakedown","1950","80","A","7.1",NULL,"664"
14313,"Buffalo Soldiers","2001","98","15","6.7","56","25,366"
14314,"Spread Your Wings","2019","113",NULL,"7.3",NULL,"2,673"
14315,"H.O.T.S.","1979","98","18","4.6",NULL,"1,962"
14316,"Last and First Men","2020","70",NULL,"6.7","80","4,275"
14317,"Through a Glass Darkly","1961","90","X","7.9","84","26,925"
14318,"School Spirit","1985","90","15","4.2",NULL,"1,159"
14319,"My New York Year","2020","101","15","6.5","50","6,412"
14320,"The Rain People","1969","101","AA","6.8",NULL,"3,884"
14321,"One Piece: Stampede","2019","101","12A","7.5",NULL,"7,718"
14322,"La vida era eso","2020","109",NULL,"6.4",NULL,"337"
14323,"They Look Like People","2015","80","15","5.9",NULL,"8,488"
14324,"King Ralph","1991","97","PG","5.4",NULL,"16,751"
14325,"Campanadas a medianoche","1965","119","U","7.6","94","9,929"
14326,"Berserk: The Golden Age Arc II - The Battle for Doldrey","2012","95","15","7.7",NULL,"11,683"
14327,"Badlapur","2015","134","15","7.4",NULL,"25,345"
14328,"Pups Alone: A Christmas Peril","2021","107","PG","3.4",NULL,"1,432"
14329,"Taya","2021","103","Not Rated","5.4",NULL,"377"
14330,"That Malicious Age","1975","90","TV-14","4.8",NULL,"482"
14331,"The Evil That Men Do","1984","90","18","5.9","32","4,614"
14332,"Jungle Burger","1975","85","X","5.0",NULL,"1,339"
14333,"Ben-Hur: A Tale of the Christ","1925","143","PG","7.8",NULL,"7,863"
14334,"Jenny's Wedding","2015","94","12","5.6","33","11,782"
14335,"Every Thing Will Be Fine","2015","118","12","5.4","32","6,384"
14336,"HWJN","2023","N/A",NULL,NULL,NULL,"N/A"
14337,"Raid","2023","125",NULL,"5.6",NULL,"76"
14338,"Reform School Girls","1986","94","18","5.4","17","2,911"
14339,"Jeruzalem","2015","94","15","4.8","45","10,765"
14340,"Reprisal","2018","89","15","4.3","19","8,049"
14341,"Chained Heat II","1993","99","18","3.5",NULL,"1,446"
14342,"Singapore Sling","1990","111","Not Rated","6.4",NULL,"2,678"
14343,"Anything Else","2003","108","15","6.3","43","32,346"
14344,"Alferd Packer: The Musical","1993","95","18","7.0",NULL,"12,931"
14345,"Edward II","1991","87","18","6.8",NULL,"2,985"
14346,"Mr. Magoo","1997","87","PG","4.0","18","15,984"
14347,"The Hard Way","1991","111","15","6.3",NULL,"21,954"
14348,"Wild Indian","2021","90","18","5.8","74","1,637"
14349,"Without a Trace","1983","120","15","7.1","60","2,269"
14350,"Innocence","1997","110",NULL,"8.1",NULL,"19,160"
14351,"Bunny Lake Is Missing","1965","107","X","7.3","77","9,989"
14352,"A Trip to Infinity","2022","79","PG","7.0",NULL,"3,841"
14353,"Exponerad","1971","90","18","5.0",NULL,"851"
14354,"Honeymoon in Vegas","1992","96","12","5.9","63","18,933"
14355,"The Broken Hearts Club: A Romantic Comedy","2000","94","15","6.9","51","8,073"
14356,"Untitled Pirates of the Caribbean Project",NULL,"N/A",NULL,NULL,NULL,"N/A"
14357,"The Bygone","2019","115","15","5.7",NULL,"3,931"
14358,"Sands of Iwo Jima","1949","100","A","7.0","75","11,218"
14359,"Virgin Rose","2006","100",NULL,"5.3",NULL,"280"
14360,"Deuces Wild","2002","96","18","5.6","16","7,759"
14361,"The Demoniacs","1974","100","R","5.1",NULL,"1,479"
14362,"Casa Grande","2014","115","15","6.8","56","3,018"
14363,"Tropico",NULL,"N/A",NULL,NULL,NULL,"N/A"
14364,"Boneyard",NULL,"N/A",NULL,NULL,NULL,"N/A"
14365,"Girl in the Shed: The Kidnapping of Abby Hernandez","2022","85","TV-14","5.3",NULL,"759"
14366,"Slingshot","2024","N/A",NULL,NULL,NULL,"N/A"
14367,"One Piece Film: Gold","2016","124","15","7.1","43","6,889"
14368,"Foolproof","2003","94","15","6.4",NULL,"10,961"
14369,"Renaissance","2006","105","15","6.6","57","16,357"
14370,"The Mad Adventures of Rabbi Jacob","1973","100","U","7.4",NULL,"14,456"
14371,"The Super Mario Bros. Movie Sequel",NULL,"N/A",NULL,NULL,NULL,"N/A"
14372,"How to Dance in Ohio","2015","89","TV-G","7.7",NULL,"285"
14373,"Breathe","2014","91","Not Rated","7.0","78","7,740"
14374,"Destry","1954","95","PG","6.6",NULL,"1,603"
14375,"Exile","2023","96",NULL,"6.3",NULL,"114"
14376,"Catwoman: Hunted","2022","78","15","5.6",NULL,"3,387"
14377,"Chameleon Street","1989","94","R","7.0",NULL,"860"
14378,"A Family Thing","1996","109","15","7.1","71","4,027"
14379,"Trog","1970","93","AA","4.0",NULL,"3,155"
14380,"Rothko","2024","N/A",NULL,NULL,NULL,"N/A"
14381,"Open 24 Hours","2018","102","18","5.5",NULL,"4,632"
14382,"The Super","1991","84","15","5.7",NULL,"6,174"
14383,"Street Smart","1987","97","18","6.3","70","3,720"
14384,"The Dawn Wall","2017","100","15","8.1","81","20,949"
14385,"Hurricane","2018","107","15","5.9",NULL,"5,431"
14386,"Birthday Girl","2001","93","15","6.0","51","26,179"
14387,"Duck Duck Goose","2018","91","PG","5.7",NULL,"3,969"
14388,"Extremities","1986","89","18","6.3","39","4,203"
14389,"Justice Society: World War II","2021","84","12","6.4",NULL,"8,816"
14390,"A Shot at Glory","2000","114","15","6.2","66","2,424"
14391,"The Treatment","2014","131","18","7.1",NULL,"9,802"
14392,"August at Twenty-Two","2022","86",NULL,"5.2",NULL,"84"
14393,"Drifting Home","2022","119","12","6.3","59","3,650"
14394,"Camille Claudel","1988","175","PG","7.2",NULL,"7,206"
14395,"Night Raiders","2021","101",NULL,"5.2","63","1,379"
14396,"Forever Strong","2008","112","PG-13","7.1","37","11,052"
14397,"Extreme Prejudice","1987","105","18","6.6","51","8,509"
14398,"Blue Miracle","2021","95","PG","6.6","48","7,765"
14399,"The Conductor","2018","137","15","7.3",NULL,"4,136"
14400,"Wadjda","2012","98","PG","7.5","81","21,226"
14401,"The Disappearance of Eleanor Rigby: Them","2014","123","R","6.3","57","12,955"
14402,"The Ledge","2011","101","15","6.5","34","20,217"
14403,"Dìdi","2024","N/A",NULL,NULL,NULL,"N/A"
14404,"360","2011","110","15","6.1","43","17,346"
14405,"The Ash Lad: In the Hall of the Mountain King","2017","104",NULL,"6.2",NULL,"4,123"
14406,"Q: The Winged Serpent","1982","93","X","6.0",NULL,"9,235"
14407,"The Price of Money: A Largo Winch Adventure","2024","N/A",NULL,NULL,NULL,"N/A"
14408,"The Auschwitz Escape","2021","94","15","6.6","79","2,688"
14409,"The Pinchcliffe Grand Prix","1975","88","U","8.4",NULL,"14,090"
14410,"The Grandmother","2021","100","R","5.9",NULL,"5,029"
14411,"Mr. Jimmy","2023","113",NULL,"8.0",NULL,"47"
14412,"Vacanze di Natale","1983","97",NULL,"6.1",NULL,"1,461"
14413,"La Cage aux Folles","1978","97","AA","7.2","61","11,699"
14414,"Jane Eyre","1996","112","PG","6.8",NULL,"10,056"
14415,"Clinical","2017","104",NULL,"5.1",NULL,"8,948"
14416,"Nice Dreams","1981","88","18","6.1","54","8,005"
14417,"All About Nina","2018","97","15","6.2","70","3,105"
14418,"Assassination Games","2011","101","18","6.1",NULL,"18,221"
14419,"The Psychic, Murder to the Tune of the Seven Black Notes","1977","95","15","6.8",NULL,"6,049"
14420,"Norm of the North","2016","88","U","3.4","21","10,008"
14421,"Doogal","2006","85","G","2.8","23","5,349"
14422,"The Prince and the Showgirl","1957","115","A","6.4",NULL,"9,040"
14423,"The Old Man and the Sea","1958","86","U","6.9","49","8,489"
14424,"Mickey Blue Eyes","1999","102","15","5.9","49","37,926"
14425,"Cinnamon","2023","91",NULL,"7.1",NULL,"415"
14426,"The Giant Spider Invasion","1975","84","A","3.2",NULL,"4,511"
14427,"All the Invisible Children","2005","124",NULL,"7.4",NULL,"4,242"
14428,"Fun for Three","1974","87","Rejected","5.4",NULL,"396"
14429,"Battlefield of Lost Souls","2015","96","15","5.7","28","2,057"
14430,"Lower City","2005","98","18","6.5","61","4,304"
14431,"Shelter in Place","2021","89",NULL,"3.5",NULL,"685"
14432,"High Holiday","2021","85",NULL,"4.4",NULL,"126"
14433,"Bon Schuur Ticino","2023","N/A",NULL,"8.1",NULL,"45"
14434,"Cookie's Fortune","1999","118","12","6.8","70","13,689"
14435,"Dive","2022","95",NULL,"6.9",NULL,"2,015"
14436,"The Monster","1994","112","R","7.3",NULL,"11,095"
14437,"Rebel Ridge",NULL,"N/A",NULL,NULL,NULL,"N/A"
14438,"Sins","2005","138","15","4.2",NULL,"440"
14439,"Chronicles of a Wandering Saint","2023","84",NULL,"8.0",NULL,"48"
14440,"Masquerade","1988","91","18","6.1",NULL,"4,220"
14441,"The Rapture","2023","97",NULL,"7.2",NULL,"257"
14442,"Dracula A.D. 1972","1972","96","X","5.9",NULL,"7,309"
14443,"Under the Rainbow","1981","98","PG","5.3",NULL,"2,964"
14444,"City Streets","1931","83","Passed","7.0",NULL,"1,834"
14445,"The Man from Rome","2022","116",NULL,"5.1",NULL,"921"
14446,"Consequences","2018","95","18","6.9","55","2,348"
14447,"Stroker Ace","1983","96","PG","4.9","30","4,188"
14448,"Black Rock","2012","83","15","4.8","46","9,782"
14449,"The Hit","1984","98","18","7.0","75","9,329"
14450,"Amigos hasta la muerte","2023","97",NULL,"4.6",NULL,"174"
14451,"Vikram Vedha","2017","147","12A","8.2",NULL,"49,608"
14452,"The Extreme Team","2003","78",NULL,"3.4",NULL,"297"
14453,"Life or Something Like It","2002","103","12A","5.8","31","27,743"
14454,"The Comebacks","2007","107","15","4.3","25","11,973"
14455,"Hank's Christmas Wish","2023","N/A",NULL,"4.9",NULL,"18"
14456,"The Kindred","1987","93","18","5.6",NULL,"2,407"
14457,"Blaze","2022","101",NULL,"6.0","85","946"
14458,"The French Revolution","1989","335",NULL,"7.6",NULL,"1,781"
14459,"The Boogey Man","1980","82","X","4.6",NULL,"4,974"
14460,"Luxembourg, Luxembourg","2022","105",NULL,"8.0",NULL,"3,201"
14461,"Jagga Jasoos","2017","161","12A","6.4",NULL,"11,294"
